price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
0.016,0.333,0.188,0.078,0.0,3.0,0,0,3,0.114,0.0,0.035,10.0,35,54
0.021,0.444,0.281,0.143,0.038,2.0,0,0,3,0.208,0.0,0.169,10.0,31,32
0.018,0.444,0.344,0.171,0.005,2.0,0,0,3,0.249,0.0,0.005,0.452,27,27
0.037,0.444,0.562,0.264,0.012,2.0,0,2,3,0.291,0.176,0.079,0.04,3,5
0.018,0.222,0.125,0.034,0.002,1.0,0,0,3,0.05,0.0,0.462,0.07,35,47
0.014,0.222,0.125,0.065,0.015,1.0,0,0,4,0.094,0.0,0.333,0.129,19,21
0.021,0.333,0.25,0.096,0.002,1.0,0,3,4,0.05,0.17,0.447,10.0,35,64
0.009,0.333,0.25,0.088,0.008,1.0,0,0,4,0.128,0.0,0.218,10.0,32,33
0.024,0.222,0.281,0.166,0.005,1.0,0,0,3,0.149,0.172,0.015,10.0,32,34
0.036,0.444,0.312,0.224,0.007,2.0,0,0,3,0.326,0.0,0.094,10.0,3,5
0.013,0.333,0.219,0.099,0.233,1.0,0,0,4,0.077,0.127,0.367,0.065,11,11
0.012,0.333,0.219,0.129,0.035,1.0,0,0,4,0.116,0.135,0.204,10.0,18,19
0.015,0.333,0.344,0.131,0.007,2.0,0,0,3,0.19,0.0,0.01,0.506,11,11
0.013,0.333,0.188,0.103,0.006,1.5,0,0,4,0.149,0.0,0.308,10.0,36,67
0.024,0.444,0.312,0.188,0.008,2.0,0,0,3,0.273,0.0,0.119,0.025,33,42
0.029,0.444,0.219,0.158,0.012,1.0,0,2,4,0.139,0.17,0.134,10.0,3,5
0.014,0.222,0.125,0.04,0.002,1.0,0,0,5,0.059,0.0,0.447,0.288,35,54
0.015,0.333,0.312,0.18,0.077,2.0,0,4,3,0.262,0.0,0.204,0.005,18,20
0.015,0.333,0.188,0.13,0.004,1.0,0,0,3,0.091,0.185,0.273,0.124,35,60
0.012,0.111,0.125,0.027,0.001,1.0,0,0,3,0.04,0.0,0.03,10.0,35,64
0.013,0.333,0.25,0.065,0.001,3.0,0,0,3,0.094,0.0,0.035,10.0,35,47
0.036,0.444,0.375,0.32,0.008,2.0,0,0,3,0.345,0.228,0.164,0.005,35,70
0.013,0.333,0.125,0.093,0.006,1.0,0,0,4,0.136,0.0,0.278,0.209,32,34
0.009,0.333,0.125,0.078,0.006,1.0,0,0,3,0.114,0.0,0.348,10.0,6,68
0.026,0.444,0.344,0.249,0.044,1.5,0,0,4,0.363,0.0,0.179,0.07,42,44
0.031,0.556,0.344,0.211,0.006,2.0,0,0,3,0.308,0.0,0.005,0.452,31,31
0.023,0.444,0.312,0.175,0.008,2.0,0,0,3,0.256,0.0,0.124,10.0,16,17
0.039,0.444,0.438,0.268,0.007,2.0,0,0,3,0.39,0.0,0.04,10.0,19,21
0.021,0.556,0.312,0.139,0.003,1.5,0,0,5,0.116,0.162,0.487,10.0,35,47
0.013,0.444,0.312,0.14,0.003,2.0,0,0,3,0.205,0.0,0.0,10.0,35,65
0.012,0.333,0.344,0.103,0.025,1.0,0,0,4,0.149,0.0,0.278,0.209,32,36
0.007,0.222,0.125,0.166,0.02,1.0,0,1,4,0.137,0.195,0.278,0.209,10,73
0.009,0.333,0.188,0.063,0.008,1.0,0,0,4,0.092,0.0,0.243,10.0,18,26
0.017,0.333,0.219,0.062,0.013,1.0,0,0,3,0.09,0.0,0.164,0.005,27,27
0.014,0.222,0.125,0.025,0.002,1.0,0,0,3,0.037,0.0,0.343,0.02,35,56
0.017,0.333,0.312,0.128,0.037,1.0,0,0,4,0.133,0.1,0.184,10.0,16,15
0.016,0.222,0.219,0.087,0.004,1.0,0,0,3,0.126,0.0,0.04,10.0,31,32
0.02,0.444,0.312,0.128,0.005,2.0,0,0,3,0.186,0.0,0.129,0.07,16,17
0.015,0.333,0.25,0.121,0.012,1.0,0,2,5,0.142,0.064,0.283,10.0,26,68
0.009,0.333,0.219,0.044,0.005,1.0,0,0,3,0.046,0.033,0.372,0.223,35,51
0.023,0.333,0.25,0.159,0.038,1.0,0,0,4,0.231,0.0,0.129,10.0,16,15
0.013,0.444,0.312,0.149,0.003,2.0,0,0,3,0.217,0.0,0.035,10.0,32,36
0.012,0.444,0.312,0.153,0.012,2.0,0,0,3,0.222,0.0,0.074,10.0,34,72
0.018,0.444,0.375,0.096,0.007,1.0,0,0,5,0.082,0.108,0.119,10.0,35,60
0.035,0.444,0.344,0.13,0.003,1.5,0,0,3,0.189,0.0,0.506,0.07,35,50
0.015,0.444,0.125,0.122,0.009,1.0,0,0,4,0.117,0.114,0.228,10.0,16,15
0.012,0.444,0.219,0.177,0.025,1.0,0,0,3,0.112,0.274,0.278,0.05,14,2
0.011,0.222,0.125,0.046,0.012,1.0,0,0,3,0.066,0.0,0.323,0.079,35,49
0.009,0.333,0.25,0.072,0.006,1.0,0,0,5,0.105,0.0,0.194,10.0,18,19
0.012,0.333,0.125,0.037,0.004,1.5,0,0,3,0.054,0.0,0.432,0.015,35,62
0.01,0.444,0.312,0.165,0.007,2.0,0,0,5,0.24,0.0,0.184,10.0,18,20
0.043,0.667,0.562,0.431,0.204,2.0,0,0,3,0.413,0.402,0.089,10.0,16,17
0.016,0.444,0.188,0.09,0.004,1.0,0,0,4,0.09,0.077,0.253,10.0,35,57
0.012,0.333,0.25,0.074,0.013,1.0,0,0,3,0.108,0.0,0.124,10.0,11,11
0.031,0.333,0.312,0.162,0.005,2.0,0,2,3,0.237,0.0,0.094,10.0,35,63
0.021,0.444,0.281,0.159,0.006,2.0,0,0,3,0.232,0.0,0.149,10.0,20,67
0.009,0.222,0.219,0.086,0.007,1.0,0,0,4,0.125,0.0,0.253,10.0,9,26
0.027,0.444,0.312,0.217,0.006,2.0,0,0,3,0.316,0.0,0.05,0.055,33,43
0.009,0.444,0.312,0.106,0.005,2.0,0,0,3,0.155,0.0,0.055,10.0,21,23
0.017,0.333,0.312,0.103,0.007,1.0,0,0,3,0.093,0.108,0.223,0.02,19,22
0.016,0.333,0.312,0.191,0.02,2.0,0,0,3,0.279,0.0,0.07,10.0,34,72
0.021,0.444,0.219,0.13,0.162,1.0,0,0,3,0.137,0.099,0.248,0.07,13,14
0.015,0.333,0.188,0.057,0.006,1.0,0,0,3,0.083,0.0,0.293,0.045,3,6
0.014,0.333,0.188,0.055,0.001,2.0,0,0,3,0.063,0.033,0.035,10.0,35,64
0.014,0.444,0.312,0.257,0.006,2.0,0,0,3,0.328,0.087,0.03,10.0,14,13
0.006,0.222,0.125,0.011,0.02,1.0,0,0,2,0.017,0.0,0.313,10.0,34,69
0.014,0.222,0.188,0.068,0.001,2.0,0,0,3,0.098,0.0,0.065,10.0,35,64
0.023,0.333,0.25,0.109,0.004,1.0,0,0,4,0.079,0.149,0.357,0.159,35,54
0.021,0.333,0.219,0.124,0.004,1.0,0,0,4,0.082,0.185,0.462,10.0,35,56
0.027,0.333,0.312,0.1,0.004,1.5,0,1,4,0.146,0.0,0.427,10.0,35,55
0.032,0.444,0.438,0.261,0.012,1.0,0,1,3,0.242,0.259,0.005,0.452,32,34
0.017,0.333,0.219,0.084,0.004,1.0,0,0,3,0.073,0.091,0.149,10.0,35,62
0.01,0.222,0.25,0.062,0.008,1.0,0,0,3,0.09,0.0,0.367,0.089,35,60
0.015,0.333,0.188,0.063,0.004,1.0,0,0,4,0.092,0.0,0.258,10.0,3,6
0.023,0.444,0.312,0.144,0.007,2.0,0,0,3,0.209,0.0,0.124,10.0,16,17
0.007,0.333,0.125,0.059,0.007,1.0,0,0,3,0.086,0.0,0.407,10.0,35,69
0.029,0.333,0.281,0.096,0.001,3.0,0,0,3,0.14,0.0,0.0,10.0,35,53
0.017,0.222,0.125,0.077,0.003,1.0,0,0,4,0.056,0.104,0.412,10.0,35,54
0.016,0.333,0.281,0.121,0.032,2.0,0,0,4,0.177,0.0,0.184,10.0,16,15
0.013,0.444,0.219,0.101,0.007,1.0,0,0,5,0.083,0.12,0.164,10.0,32,37
0.009,0.444,0.281,0.103,0.007,1.0,0,0,4,0.149,0.0,0.204,10.0,14,13
0.005,0.444,0.125,0.089,0.107,1.5,0,0,4,0.129,0.0,0.452,10.0,18,19
0.006,0.333,0.125,0.049,0.023,1.0,0,0,3,0.071,0.0,0.238,0.253,7,10
0.016,0.444,0.312,0.105,0.004,2.0,0,0,3,0.153,0.0,0.025,10.0,17,16
0.037,0.444,0.375,0.251,0.005,1.0,0,3,3,0.187,0.336,0.233,0.015,35,74
0.009,0.333,0.219,0.103,0.01,1.0,0,0,5,0.15,0.0,0.209,10.0,18,19
0.021,0.222,0.219,0.073,0.005,1.0,0,0,4,0.065,0.077,0.497,0.343,35,74
0.021,0.333,0.281,0.102,0.003,2.0,0,0,3,0.148,0.0,0.05,0.055,16,17
0.016,0.333,0.469,0.267,0.006,1.0,0,2,3,0.223,0.311,0.353,0.035,35,71
0.019,0.333,0.312,0.138,0.004,2.0,0,0,3,0.201,0.0,0.074,10.0,20,67
0.022,0.444,0.25,0.168,0.005,1.0,0,0,5,0.103,0.266,0.318,10.0,35,74
0.05,0.444,0.438,0.214,0.004,2.0,0,3,3,0.198,0.214,0.055,10.0,35,64
0.029,0.333,0.312,0.156,0.05,2.0,0,0,3,0.228,0.0,0.134,0.07,16,15
0.039,0.444,0.125,0.231,0.004,2.0,0,0,5,0.201,0.253,0.516,10.0,35,64
0.007,0.333,0.219,0.1,0.007,1.0,0,0,4,0.076,0.131,0.189,0.109,1,0
0.036,0.444,0.281,0.146,0.009,2.0,0,0,3,0.212,0.0,0.179,10.0,3,3
0.053,0.444,0.312,0.194,0.003,1.5,0,0,5,0.17,0.21,0.521,0.129,35,48
0.028,0.333,0.312,0.185,0.004,2.0,0,0,3,0.27,0.0,0.045,10.0,31,31
0.015,0.444,0.281,0.124,0.003,2.0,0,0,5,0.142,0.073,0.437,10.0,35,56
0.023,0.444,0.312,0.158,0.051,2.0,0,0,3,0.23,0.0,0.099,10.0,31,32
0.047,0.778,0.688,0.475,0.012,2.0,0,0,3,0.504,0.353,0.05,0.055,3,5
0.009,0.333,0.125,0.052,0.007,1.0,0,0,4,0.075,0.0,0.273,10.0,18,19
0.011,0.444,0.312,0.171,0.004,2.0,0,0,3,0.249,0.0,0.03,10.0,9,26
0.008,0.333,0.219,0.068,0.008,1.0,0,0,4,0.098,0.0,0.253,10.0,18,18
0.012,0.333,0.312,0.14,0.006,2.0,0,0,3,0.204,0.0,0.124,10.0,14,13
0.019,0.333,0.219,0.105,0.011,1.0,0,0,4,0.122,0.058,0.228,10.0,31,31
0.012,0.333,0.312,0.142,0.006,2.0,0,0,3,0.207,0.0,0.015,10.0,14,13
0.021,0.333,0.281,0.125,0.005,1.0,0,0,3,0.106,0.141,0.194,10.0,31,31
0.03,0.333,0.438,0.263,0.206,2.0,0,0,3,0.35,0.062,0.104,10.0,42,44
0.028,0.444,0.312,0.146,0.011,2.0,0,0,4,0.212,0.0,0.129,10.0,3,5
0.041,0.444,0.312,0.301,0.131,2.5,0,0,3,0.439,0.0,0.109,10.0,31,32
0.035,0.222,0.312,0.107,0.001,2.0,0,0,5,0.156,0.0,0.199,10.0,3,3
0.015,0.333,0.219,0.115,0.005,1.0,0,0,4,0.063,0.195,0.343,10.0,35,61
0.018,0.333,0.281,0.102,0.019,2.0,0,0,3,0.148,0.0,0.124,10.0,33,42
0.02,0.333,0.25,0.149,0.024,2.5,0,0,3,0.217,0.0,0.134,0.07,3,4
0.022,0.333,0.312,0.169,0.004,2.0,0,1,3,0.247,0.0,0.079,0.04,32,34
0.009,0.333,0.25,0.116,0.007,1.0,0,0,3,0.169,0.0,0.114,10.0,14,13
0.013,0.222,0.125,0.046,0.005,1.0,0,0,4,0.066,0.0,0.407,0.278,35,61
0.01,0.222,0.125,0.071,0.006,1.0,0,0,4,0.063,0.077,0.169,10.0,18,19
0.062,0.333,0.312,0.208,0.006,2.0,0,1,4,0.241,0.116,0.338,0.124,35,54
0.028,0.333,0.344,0.186,0.004,2.0,0,0,3,0.271,0.0,0.03,10.0,31,31
0.012,0.444,0.312,0.147,0.003,2.0,0,0,3,0.214,0.0,0.005,0.452,1,0
0.009,0.222,0.219,0.117,0.003,2.0,0,0,3,0.17,0.0,0.169,10.0,21,23
0.02,0.444,0.312,0.128,0.031,2.0,0,0,4,0.186,0.0,0.124,10.0,42,44
0.014,0.333,0.219,0.102,0.009,1.0,0,0,4,0.148,0.0,0.278,0.209,17,16
0.018,0.444,0.125,0.093,0.003,1.5,0,0,4,0.136,0.0,0.487,10.0,35,47
0.013,0.333,0.125,0.074,0.007,1.0,0,0,4,0.054,0.102,0.333,0.129,35,60
0.025,0.333,0.219,0.128,0.01,1.0,0,0,3,0.121,0.122,0.258,0.055,3,5
0.01,0.222,0.125,0.065,0.002,1.0,0,0,3,0.044,0.093,0.516,0.04,35,61
0.047,0.556,0.438,0.384,0.009,2.0,0,2,3,0.403,0.295,0.035,10.0,3,5
0.01,0.444,0.25,0.156,0.008,1.0,0,0,3,0.117,0.207,0.268,0.01,35,71
0.016,0.333,0.312,0.052,0.001,2.0,0,0,3,0.076,0.0,0.07,10.0,35,56
0.016,0.333,0.219,0.14,0.123,1.0,0,0,3,0.082,0.23,0.129,0.07,16,15
0.015,0.333,0.125,0.096,0.009,1.0,0,0,5,0.139,0.0,0.303,10.0,36,67
0.009,0.333,0.125,0.067,0.014,1.0,0,0,4,0.097,0.0,0.273,10.0,32,34
0.027,0.222,0.188,0.096,0.003,1.5,0,0,5,0.129,0.021,0.487,10.0,35,48
0.01,0.444,0.281,0.123,0.006,2.0,0,0,4,0.18,0.0,0.164,10.0,14,13
0.007,0.222,0.125,0.027,0.016,1.0,0,0,3,0.039,0.0,0.318,0.045,35,71
0.019,0.444,0.25,0.128,0.003,1.5,0,0,5,0.093,0.174,0.362,10.0,35,64
0.076,0.444,0.469,0.283,0.021,1.5,0,3,5,0.24,0.324,0.397,0.174,23,25
0.044,0.444,0.312,0.167,0.005,2.0,0,0,3,0.243,0.0,0.07,10.0,3,3
0.028,0.444,0.312,0.201,0.006,2.0,0,0,3,0.293,0.0,0.05,0.055,33,43
0.014,0.556,0.312,0.207,0.011,1.0,0,0,3,0.153,0.278,0.228,0.084,14,13
0.01,0.333,0.312,0.081,0.007,1.0,0,0,4,0.07,0.091,0.154,10.0,18,19
0.011,0.333,0.125,0.059,0.006,1.0,0,0,3,0.086,0.0,0.268,0.01,3,7
0.026,0.333,0.375,0.234,0.014,2.0,0,0,3,0.341,0.0,0.154,0.025,33,42
0.012,0.333,0.219,0.116,0.002,1.5,0,0,5,0.077,0.172,0.551,10.0,35,57
0.023,0.444,0.25,0.128,0.004,1.0,0,0,3,0.073,0.214,0.323,0.005,35,56
0.015,0.444,0.375,0.204,0.004,2.0,0,0,3,0.298,0.0,0.065,10.0,9,26
0.01,0.333,0.125,0.078,0.007,1.5,0,0,3,0.114,0.0,0.348,10.0,35,60
0.017,0.333,0.312,0.084,0.001,2.0,0,0,3,0.123,0.0,0.045,10.0,16,17
0.008,0.333,0.125,0.045,0.008,1.0,0,0,5,0.065,0.0,0.233,10.0,14,13
0.033,0.556,0.438,0.313,0.005,2.0,0,0,3,0.313,0.268,0.04,10.0,16,15
0.025,0.556,0.312,0.186,0.062,2.0,0,0,3,0.271,0.0,0.174,0.0,16,17
0.017,0.444,0.344,0.147,0.034,1.0,0,3,5,0.131,0.156,0.174,10.0,41,40
0.016,0.333,0.312,0.148,0.002,3.0,0,0,3,0.216,0.0,0.025,10.0,35,70
0.04,0.444,0.25,0.146,0.01,1.0,0,0,4,0.212,0.0,0.293,0.025,3,3
0.015,0.444,0.281,0.11,0.007,1.5,0,0,4,0.105,0.104,0.417,10.0,35,62
0.06,0.333,0.406,0.26,0.017,2.0,0,4,3,0.378,0.0,0.144,10.0,35,70
0.042,0.556,0.438,0.267,0.012,2.0,0,3,4,0.24,0.278,0.174,10.0,3,5
0.0,0.667,0.344,0.215,0.008,1.0,0,2,4,0.136,0.332,0.303,0.154,6,65
0.012,0.444,0.219,0.157,0.006,1.0,0,0,3,0.137,0.172,0.179,10.0,18,20
0.016,0.333,0.219,0.099,0.002,1.0,0,2,4,0.052,0.174,0.566,0.214,35,47
0.01,0.333,0.281,0.087,0.006,2.0,0,0,4,0.127,0.0,0.109,10.0,21,23
0.008,0.222,0.125,0.066,0.006,1.0,0,0,3,0.096,0.0,0.233,0.015,40,69
0.03,0.444,0.312,0.185,0.009,2.0,0,0,3,0.27,0.0,0.124,10.0,3,5
0.026,0.556,0.344,0.219,0.01,1.0,0,0,3,0.139,0.338,0.248,0.07,3,7
0.014,0.333,0.219,0.087,0.007,1.0,0,0,3,0.126,0.0,0.233,0.015,19,22
0.036,0.444,0.312,0.227,0.01,2.0,0,0,3,0.331,0.0,0.129,0.07,19,21
0.022,0.444,0.406,0.154,0.027,2.0,0,0,4,0.225,0.0,0.159,0.015,42,41
0.034,0.444,0.281,0.152,0.005,1.0,0,2,3,0.118,0.193,0.273,0.124,35,70
0.052,0.222,0.281,0.159,0.015,1.5,0,4,4,0.173,0.11,0.387,10.0,35,56
0.024,0.222,0.125,0.052,0.002,1.0,0,0,3,0.056,0.035,0.546,10.0,35,59
0.026,0.333,0.344,0.162,0.006,1.0,0,0,5,0.113,0.23,0.328,0.144,35,70
0.016,0.444,0.125,0.079,0.005,1.0,0,0,3,0.049,0.124,0.442,0.06,35,61
0.008,0.222,0.125,0.04,0.004,1.0,0,0,3,0.059,0.0,0.308,0.03,35,49
0.015,0.333,0.312,0.142,0.009,2.0,0,0,3,0.207,0.0,0.089,10.0,17,16
0.026,0.444,0.312,0.169,0.006,2.0,0,0,3,0.247,0.0,0.258,0.06,35,54
0.018,0.333,0.375,0.103,0.002,3.0,0,0,3,0.15,0.0,0.144,10.0,35,56
0.012,0.222,0.125,0.044,0.004,1.0,0,2,3,0.064,0.0,0.328,0.099,35,61
0.036,0.444,0.219,0.162,0.085,1.0,0,0,4,0.125,0.207,0.218,10.0,23,25
0.014,0.333,0.25,0.084,0.006,1.0,0,2,3,0.041,0.154,0.353,0.06,35,65
0.02,0.444,0.312,0.15,0.005,2.0,0,0,3,0.218,0.0,0.462,0.005,35,65
0.012,0.333,0.312,0.145,0.006,2.0,0,0,3,0.211,0.0,0.079,0.04,1,0
0.017,0.333,0.219,0.059,0.009,1.0,0,0,5,0.086,0.0,0.273,10.0,3,5
0.025,0.333,0.281,0.17,0.008,2.0,0,0,3,0.248,0.0,0.129,0.07,31,31
0.015,0.333,0.219,0.115,0.011,1.0,0,0,3,0.167,0.0,0.273,0.124,20,67
0.008,0.333,0.219,0.078,0.008,1.0,0,0,4,0.114,0.0,0.149,10.0,14,2
0.015,0.333,0.125,0.06,0.003,1.5,0,0,3,0.087,0.0,0.516,0.04,35,49
0.02,0.333,0.219,0.053,0.007,1.0,0,0,3,0.077,0.0,0.238,0.0,31,31
0.029,0.333,0.375,0.163,0.001,1.5,0,0,3,0.132,0.199,0.442,0.04,35,58
0.023,0.444,0.312,0.214,0.006,2.0,0,0,3,0.312,0.0,0.04,10.0,21,23
0.015,0.333,0.312,0.103,0.001,2.0,0,0,3,0.096,0.1,0.05,0.055,35,63
0.012,0.444,0.312,0.162,0.007,1.0,0,0,3,0.137,0.187,0.179,10.0,18,20
0.023,0.556,0.25,0.138,0.008,1.0,0,0,5,0.082,0.224,0.243,10.0,31,31
0.012,0.444,0.219,0.166,0.008,1.0,0,0,5,0.103,0.259,0.179,10.0,18,19
0.043,0.333,0.25,0.132,0.017,2.0,0,0,5,0.192,0.0,0.174,10.0,33,43
0.024,0.333,0.25,0.077,0.004,1.0,0,0,3,0.112,0.0,0.328,0.099,35,58
0.029,0.444,0.344,0.17,0.008,1.0,0,0,4,0.154,0.176,0.179,0.07,23,25
0.017,0.444,0.312,0.205,0.005,2.0,0,0,3,0.299,0.0,0.04,10.0,32,33
0.029,0.444,0.312,0.187,0.018,2.0,0,0,3,0.178,0.176,0.174,0.0,3,3
0.012,0.333,0.25,0.09,0.031,1.5,0,0,3,0.131,0.0,0.074,10.0,27,27
0.011,0.444,0.312,0.175,0.014,2.0,0,0,3,0.256,0.0,0.074,10.0,14,13
0.021,0.333,0.438,0.229,0.101,2.0,0,0,3,0.258,0.141,0.074,10.0,32,36
0.075,0.556,0.5,0.32,0.004,3.0,1,4,3,0.466,0.0,0.05,0.055,33,43
0.027,0.333,0.25,0.134,0.004,1.0,0,0,4,0.077,0.222,0.427,10.0,35,47
0.02,0.222,0.219,0.128,0.01,1.0,0,0,4,0.186,0.0,0.318,0.154,3,3
0.009,0.333,0.219,0.068,0.006,1.0,0,0,3,0.098,0.0,0.099,10.0,21,23
0.01,0.333,0.312,0.093,0.006,2.0,0,0,4,0.136,0.0,0.104,10.0,21,23
0.014,0.556,0.312,0.181,0.007,1.0,0,0,4,0.136,0.241,0.268,0.065,35,60
0.023,0.444,0.375,0.132,0.004,1.5,0,2,4,0.14,0.098,0.417,10.0,35,63
0.029,0.333,0.312,0.207,0.022,2.0,0,0,3,0.302,0.0,0.06,10.0,33,43
0.007,0.333,0.125,0.072,0.008,1.0,0,0,3,0.105,0.0,0.238,0.253,1,0
0.025,0.222,0.281,0.166,0.005,2.0,0,0,5,0.165,0.143,0.556,10.0,35,54
0.009,0.222,0.125,0.054,0.008,1.0,0,0,3,0.079,0.0,0.278,0.05,32,36
0.022,0.222,0.125,0.085,0.005,1.0,0,0,3,0.08,0.083,0.338,10.0,35,53
0.009,0.444,0.344,0.124,0.005,2.0,0,0,3,0.18,0.0,0.084,10.0,21,23
0.018,0.444,0.219,0.14,0.005,2.0,0,3,4,0.205,0.0,0.248,10.0,6,68
0.021,0.333,0.25,0.15,0.003,1.0,0,1,5,0.088,0.243,0.214,10.0,35,57
0.017,0.333,0.281,0.08,0.001,2.0,0,0,3,0.067,0.093,0.089,10.0,35,64
0.169,0.444,0.375,0.46,0.025,2.0,0,0,3,0.67,0.0,0.065,10.0,3,3
0.029,0.333,0.219,0.15,0.009,1.0,0,0,4,0.218,0.0,0.233,10.0,23,25
0.019,0.222,0.125,0.049,0.003,1.0,0,0,5,0.071,0.0,0.447,0.288,35,54
0.02,0.333,0.219,0.147,0.073,1.0,0,0,3,0.154,0.114,0.184,0.05,16,15
0.015,0.333,0.312,0.197,0.021,1.0,0,0,3,0.126,0.303,0.233,0.015,42,41
0.02,0.556,0.281,0.134,0.007,1.0,0,0,3,0.077,0.222,0.258,0.055,3,6
0.039,0.444,0.219,0.081,0.012,1.0,0,0,4,0.118,0.0,0.233,10.0,3,3
0.023,0.333,0.312,0.112,0.007,2.0,0,0,5,0.164,0.0,0.124,10.0,19,21
0.02,0.556,0.344,0.263,0.012,2.0,1,4,3,0.383,0.0,0.273,0.169,23,25
0.028,0.444,0.312,0.2,0.009,2.0,0,0,3,0.291,0.0,0.094,10.0,16,15
0.028,0.444,0.312,0.174,0.009,2.0,0,0,3,0.253,0.0,0.104,10.0,31,31
0.023,0.778,0.312,0.168,0.005,1.0,0,0,4,0.167,0.145,0.561,10.0,35,59
0.009,0.444,0.125,0.082,0.008,1.0,0,0,3,0.119,0.0,0.353,0.06,35,65
0.022,0.444,0.312,0.162,0.004,2.0,0,0,3,0.236,0.0,0.005,0.452,38,38
0.009,0.333,0.125,0.058,0.011,1.0,0,0,3,0.084,0.0,0.278,0.05,32,34
0.014,0.333,0.125,0.039,0.006,1.0,0,0,3,0.058,0.0,0.313,0.099,35,60
0.036,0.444,0.438,0.286,0.012,2.0,0,0,3,0.417,0.0,0.07,10.0,25,37
0.028,0.444,0.344,0.193,0.017,1.0,0,0,3,0.204,0.145,0.283,0.094,36,70
0.055,0.444,0.406,0.258,0.003,2.0,0,0,5,0.259,0.22,0.442,10.0,35,52
0.024,0.222,0.312,0.146,0.003,2.0,0,0,3,0.212,0.0,0.045,10.0,16,17
0.022,0.444,0.312,0.142,0.011,1.0,0,0,3,0.207,0.0,0.154,0.025,33,42
0.013,0.222,0.219,0.064,0.006,1.0,0,0,3,0.093,0.0,0.159,10.0,19,22
0.014,0.333,0.312,0.156,0.014,2.0,0,0,3,0.228,0.0,0.084,10.0,18,18
0.079,0.444,0.219,0.241,0.018,2.0,0,0,3,0.352,0.0,0.258,0.06,22,24
0.017,0.444,0.125,0.124,0.004,1.5,0,0,3,0.097,0.156,0.487,0.139,35,57
0.022,0.333,0.344,0.111,0.001,2.0,0,0,3,0.146,0.029,0.015,10.0,16,15
0.011,0.333,0.25,0.071,0.01,1.5,0,0,5,0.103,0.0,0.402,10.0,34,69
0.013,0.333,0.125,0.059,0.01,1.0,0,0,4,0.086,0.0,0.407,0.278,35,49
0.026,0.444,0.312,0.175,0.012,2.0,0,0,4,0.254,0.0,0.124,10.0,16,17
0.033,0.444,0.375,0.252,0.009,2.0,0,0,3,0.367,0.0,0.079,0.04,33,43
0.011,0.222,0.125,0.038,0.004,1.0,0,0,4,0.055,0.0,0.357,0.159,35,61
0.017,0.333,0.312,0.159,0.004,2.0,0,0,3,0.231,0.0,0.035,10.0,38,38
0.022,0.444,0.312,0.178,0.009,2.0,0,0,3,0.26,0.0,0.124,10.0,33,42
0.016,0.333,0.312,0.139,0.003,2.0,0,0,3,0.202,0.0,0.025,10.0,35,57
0.025,0.444,0.312,0.18,0.011,2.0,0,0,4,0.262,0.0,0.119,10.0,33,43
0.014,0.333,0.188,0.109,0.02,2.0,0,0,3,0.158,0.0,0.412,10.0,40,69
0.021,0.444,0.25,0.137,0.003,1.0,0,0,3,0.072,0.241,0.566,0.045,35,59
0.03,0.444,0.312,0.223,0.004,2.0,0,0,3,0.325,0.0,0.05,0.055,31,31
0.021,0.222,0.312,0.075,0.001,2.0,0,0,3,0.075,0.064,0.084,10.0,35,53
0.011,0.222,0.125,0.031,0.004,1.0,0,0,4,0.045,0.0,0.353,10.0,35,65
0.023,0.444,0.25,0.076,0.003,2.0,0,0,3,0.111,0.0,0.313,0.099,35,74
0.007,0.222,0.125,0.044,0.007,1.0,0,0,3,0.064,0.0,0.437,0.055,35,69
0.009,0.333,0.25,0.049,0.001,2.0,0,0,3,0.039,0.062,0.05,0.055,35,61
0.011,0.333,0.188,0.12,0.014,1.0,0,0,4,0.175,0.0,0.273,10.0,14,2
0.032,0.444,0.438,0.172,0.005,2.0,0,2,3,0.251,0.0,0.382,0.079,35,63
0.033,0.444,0.312,0.197,0.038,2.0,0,0,3,0.287,0.0,0.144,10.0,42,41
0.017,0.222,0.281,0.065,0.0,2.0,0,0,3,0.072,0.044,0.05,0.055,35,53
0.043,0.444,0.344,0.228,0.007,1.0,0,3,3,0.177,0.29,0.218,0.0,35,63
0.012,0.222,0.312,0.052,0.001,2.0,0,0,3,0.075,0.0,0.045,10.0,35,64
0.01,0.333,0.25,0.1,0.008,1.0,0,0,4,0.146,0.0,0.223,10.0,32,37
0.01,0.333,0.125,0.048,0.008,1.0,0,0,3,0.07,0.0,0.223,0.02,32,37
0.01,0.333,0.125,0.096,0.011,1.0,0,0,4,0.08,0.114,0.298,0.174,14,2
0.012,0.333,0.125,0.067,0.004,1.0,0,0,4,0.097,0.0,0.313,0.074,35,61
0.007,0.333,0.219,0.091,0.007,1.0,0,0,3,0.133,0.0,0.114,10.0,12,12
0.011,0.333,0.125,0.043,0.004,1.5,0,0,5,0.062,0.0,0.472,0.397,35,49
0.024,0.444,0.312,0.172,0.045,2.0,0,0,3,0.25,0.0,0.139,10.0,42,41
0.006,0.333,0.094,0.009,0.035,1.5,0,0,4,0.013,0.0,0.273,10.0,37,75
0.017,0.333,0.219,0.071,0.002,1.0,0,0,5,0.05,0.1,0.472,0.397,35,54
